1, 3136171.000000, 170853.999734
2, 3063011.000000, 27830.978724
3, 3121849.000000, 24846.430609
4, 3177872.000000, 24807.544130
5, 6129589.000000, 79345.498336
6, 6206800.000000, 39713.386921
7, 6248456.000000, 29369.352100
8, 7012624.000000, 845629.796725
9, 9064931.000000, 385458.217175
10, 9311140.000000, 13433.096795
11, 9420675.000000, 57190.063820
12, 9548087.000000, 40122.244139
13, 12304310.000000, 23587.210385
14, 12386987.000000, 60088.543590
15, 12518889.000000, 49426.525318
16, 12656321.000000, 25622.245589
17, 15414941.000000, 45157.116374
18, 15529999.000000, 19957.362727
19, 15683981.000000, 82184.296585
20, 15847386.000000, 31057.965621
21, 18538799.000000, 23787.724939
22, 18648851.000000, 69868.383554
23, 18814268.000000, 144361.943707
24, 19029441.000000, 38312.770384
25, 21666992.000000, 24190.320032
26, 21752103.000000, 56034.215918
27, 21871788.000000, 83323.336665
28, 22200467.000000, 70156.121390
29, 24759091.000000, 34450.058799
30, 24833058.000000, 31220.910457
31, 25020079.000000, 34763.920579
32, 25292877.000000, 42957.370535
